date,yield_10y,yield_30y
2025-12-05,1.848,2.2571
2025-12-08,1.8499,2.2577
2025-12-09,1.8425,2.2527
2025-12-10,1.8447,2.2412
2025-12-11,1.8404,2.2252
2025-12-12,1.8396,2.2487
2025-12-15,1.8488,2.2792
2025-12-16,1.8458,2.2802
2025-12-17,1.834,2.2422
2025-12-18,1.8356,2.2512
2025-12-19,1.8308,2.2252
2025-12-22,1.8415,2.2412
2025-12-23,1.8352,2.2232
2025-12-24,1.8356,2.2202
2025-12-25,1.8386,2.2252
2025-12-26,1.8376,2.2233
2025-12-29,1.8584,2.2583
2025-12-30,1.8582,2.2628
2025-12-31,1.8473,2.2674
2026-01-04,1.8427,2.2529
2026-01-05,1.8584,2.2822
2026-01-06,1.8829,2.3104
2026-01-07,1.9019,2.3345
2026-01-08,1.8905,2.319
2026-01-09,1.8782,2.3024
2026-01-12,1.8585,2.292
2026-01-13,1.8519,2.2926
2026-01-14,1.8494,2.3028
2026-01-15,1.8544,2.3058
2026-01-16,1.8424,2.3036
2026-01-19,1.8393,2.3417
2026-01-20,1.8326,2.3351
2026-01-21,1.8312,2.3026
2026-01-22,1.8425,2.3101
2026-01-23,1.8298,2.2871
2026-01-26,1.8242,2.27
2026-01-27,1.8311,2.285
2026-01-28,1.8164,2.277
2026-01-29,1.8174,2.28
2026-01-30,1.8112,2.289
2026-02-02,1.82,2.281
2026-02-03,1.8172,2.28
2026-02-04,1.8193,2.283
2026-02-05,1.8169,2.271
2026-02-06,1.8102,2.251
2026-02-09,1.8114,2.248
2026-02-10,1.8094,2.247
2026-02-11,1.7994,2.2455
2026-02-12,1.7893,2.246
2026-02-13,1.7928,2.244
2026-02-14,1.7899,2.246
2026-02-24,1.8023,2.2426
2026-02-25,1.8158,2.255
2026-02-26,1.8288,2.2951
2026-02-27,1.7877,2.2896
2026-02-28,1.7753,2.2726
2026-03-02,1.7761,2.2696
2026-03-03,1.7807,2.2827
2026-03-04,1.7768,2.2752
2026-03-05,1.7779,2.2717
2026-03-06,1.781,2.2812
2026-03-09,1.8054,2.3292
2026-03-10,1.8055,2.3328
2026-03-11,1.8075,2.3503
2026-03-12,1.8052,2.3404
2026-03-13,1.8143,2.3665
2026-03-16,1.8312,2.3917
2026-03-17,1.8314,2.3806
2026-03-18,1.8175,2.3607
2026-03-19,1.8252,2.391
2026-03-20,1.8299,2.3881
2026-03-23,1.8316,2.373
2026-03-24,1.8272,2.3457
2026-03-25,1.8233,2.3457
2026-03-26,1.8194,2.3498
2026-03-27,1.8172,2.3497
2026-03-30,1.8063,2.3286
2026-03-31,1.8171,2.3521
2026-04-01,1.8244,2.3667
2026-04-02,1.8209,2.3733
2026-04-03,1.8199,2.3725
2026-04-07,1.8171,2.3597
2026-04-08,1.8136,2.3377
2026-04-09,1.8192,2.3393
2026-04-10,1.8128,2.3055
2026-04-13,1.7933,2.2816
2026-04-14,1.7829,2.2805
2026-04-15,1.7809,2.2784
2026-04-16,1.7812,2.281
2026-04-17,1.7623,2.25
2026-04-20,1.7627,2.2556
2026-04-21,1.751,2.2375
2026-04-22,1.7389,2.2137
2026-04-23,1.7548,2.2353
2026-04-24,1.7601,2.2472
2026-04-27,1.7697,2.2557
2026-04-28,1.7654,2.242
2026-04-29,1.7444,2.219
2026-04-30,1.7473,2.218
2026-05-06,1.7654,2.239
2026-05-07,1.7631,2.238
2026-05-08,1.7648,2.2455
2026-05-09,1.767,2.248
2026-05-11,1.7622,2.2361
2026-05-12,1.7592,2.232
2026-05-13,1.7514,2.234
2026-05-14,1.7588,2.241
2026-05-15,1.7658,2.253
2026-05-18,1.7585,2.244
2026-05-19,1.7345,2.221
2026-05-20,1.7382,2.2311
2026-05-21,1.7448,2.231
2026-05-22,1.7519,2.2345
2026-05-25,1.7484,2.226
2026-05-26,1.7405,2.2205
2026-05-27,1.7216,2.208
2026-05-28,1.7193,2.2095
2026-05-29,1.709,2.205
2026-06-01,1.7009,2.191
2026-06-02,1.7036,2.191
2026-06-03,1.7128,2.205
2026-06-04,1.7081,2.191
2026-06-05,1.7207,2.204
2026-06-08,1.7275,2.213
2026-06-09,1.7376,2.22
2026-06-10,1.7476,2.235
2026-06-11,1.7475,2.238
2026-06-12,1.7427,2.2215
2026-06-15,1.7446,2.2215
2026-06-16,1.7324,2.2175
2026-06-17,1.727,2.2181
2026-06-18,1.7299,2.2201
2026-06-22,1.7375,2.2216
2026-06-23,1.7437,2.2291
2026-06-24,1.7454,2.2311
2026-06-25,1.7351,2.2201
2026-06-26,1.7314,2.2176
2026-06-29,1.717,2.209
2026-06-30,1.733,2.236
2026-07-01,1.7448,2.2525
2026-07-02,1.741,2.258
2026-07-03,1.7463,2.2685
2026-07-06,1.7379,2.255
2026-07-07,1.7406,2.2605
2026-07-08,1.7385,2.2545
2026-07-09,1.7376,2.2515
2026-07-10,1.7398,2.253
2026-07-13,1.7442,2.263
2026-07-14,1.7402,2.2555
2026-07-15,1.7406,2.247
2026-07-16,1.7437,2.2515
2026-07-17,1.7404,2.2425
2026-07-20,1.7453,2.2495
2026-07-21,1.745,2.2475
2026-07-22,1.7297,2.212
2026-07-23,1.7325,2.2045
2026-07-24,1.7282,2.187
2026-07-27,1.7337,2.193
2026-07-28,1.7351,2.194
2026-07-29,1.7329,2.206
2026-07-30,1.7196,2.1851
2026-07-31,1.7141,2.1876
2026-08-03,1.7169,2.1891
2026-08-04,1.7126,2.1841
2026-08-05,1.7137,2.1871
2026-08-06,1.7143,2.1886
2026-08-07,1.7114,2.1781
2026-08-10,1.7074,2.1581
2026-08-11,1.7161,2.1691
2026-08-12,1.7141,2.1731
2026-08-13,1.7032,2.1598
2026-08-14,1.6964,2.1644
2026-08-17,1.6924,2.1624
2026-08-18,1.6864,2.1509
2026-08-19,1.6831,2.1355
