date,code,name,group,close,volume,per_share_amount,daily_yield,yield_10y,yield_30y,spread_A_10y,spread_A_30y,market_cap,phase
2022-09-28,180501.SZ,红土创新深圳安居REIT,B,3.4,3249424,0.0953,0.028029411764705883,2.7401,3.1448,0.06284117647058807,-0.341858823529412,1700000000.0,phase1_warming
2022-09-29,180501.SZ,红土创新深圳安居REIT,B,3.385,969048,0.0953,0.028153618906942394,2.7501,3.1445,0.06526189069423927,-0.3291381093057604,1692500000.0,phase1_warming
2022-09-30,180501.SZ,红土创新深圳安居REIT,B,3.381,764606,0.0953,0.02818692694469092,2.7601,3.179,0.05859269446909199,-0.36030730553090784,1690500000.0,phase1_warming
2022-10-10,180501.SZ,红土创新深圳安居REIT,B,3.326,2256236,0.0953,0.028653036680697533,2.7402,3.1637,0.12510366806975304,-0.2983963319302467,1663000000.0,phase2_correction
2022-10-11,180501.SZ,红土创新深圳安居REIT,B,3.276,4305822,0.0953,0.02909035409035409,2.7426,3.1632,0.166435409035409,-0.2541645909645909,1638000000.0,phase2_correction
2022-10-12,180501.SZ,红土创新深圳安居REIT,B,3.277,741291,0.0953,0.029081476960634723,2.7352,3.1607,0.17294769606347238,-0.2525523039365276,1638500000.0,phase2_correction
2022-10-13,180501.SZ,红土创新深圳安居REIT,B,3.273,1235058,0.0953,0.029117018026275587,2.7252,3.1533,0.1865018026275589,-0.24159819737244126,1636500000.0,phase2_correction
2022-10-14,180501.SZ,红土创新深圳安居REIT,B,3.276,1362811,0.0953,0.02909035409035409,2.6977,3.1289,0.2113354090354087,-0.21986459096459088,1638000000.0,phase2_correction
2022-10-17,180501.SZ,红土创新深圳安居REIT,B,3.272,995507,0.0953,0.029125916870415648,2.7002,3.129,0.21239168704156475,-0.2164083129584351,1636000000.0,phase2_correction
2022-10-18,180501.SZ,红土创新深圳安居REIT,B,3.272,1280452,0.0953,0.029125916870415648,2.7002,3.1314,0.21239168704156475,-0.21880831295843528,1636000000.0,phase2_correction
2022-10-19,180501.SZ,红土创新深圳安居REIT,B,3.268,1887266,0.0953,0.029161566707466342,2.7052,3.1343,0.21095667074663416,-0.21814332925336588,1634000000.0,phase2_correction
2022-10-20,180501.SZ,红土创新深圳安居REIT,B,3.264,5098607,0.0953,0.029197303921568628,2.7175,3.1471,0.20223039215686311,-0.2273696078431371,1632000000.0,phase2_correction
2022-10-21,180501.SZ,红土创新深圳安居REIT,B,3.253,3117830,0.0953,0.029296034429757145,2.7278,3.1555,0.20180344297571473,-0.22589655702428546,1626500000.0,phase2_correction
2022-10-24,180501.SZ,红土创新深圳安居REIT,B,3.218,1806461,0.0953,0.02961466749533872,2.7153,3.1416,0.24616674953387196,-0.18013325046612794,1609000000.0,phase2_correction
2022-10-25,180501.SZ,红土创新深圳安居REIT,B,3.168,3443532,0.0953,0.030082070707070703,2.7278,3.1486,0.2804070707070707,-0.14039292929292957,1584000000.0,phase2_correction
2022-10-26,180501.SZ,红土创新深圳安居REIT,B,3.192,1743937,0.0953,0.029855889724310775,2.7025,3.1394,0.2830889724310772,-0.15381102756892284,1596000000.0,phase2_correction
2022-10-27,180501.SZ,红土创新深圳安居REIT,B,3.208,3167315,0.0953,0.029706982543640896,2.6953,3.1142,0.2753982543640894,-0.14350174563591045,1604000000.0,phase2_correction
2022-10-28,180501.SZ,红土创新深圳安居REIT,B,3.208,3734652,0.0953,0.029706982543640896,2.6653,3.0776,0.3053982543640896,-0.10690174563591048,1604000000.0,phase2_correction
2022-10-31,180501.SZ,红土创新深圳安居REIT,B,3.222,2787888,0.0953,0.02957790192427064,2.6433,3.0653,0.3144901924270638,-0.10750980757293638,1611000000.0,phase2_correction
2022-11-01,180501.SZ,红土创新深圳安居REIT,B,3.233,539021,0.0953,0.029477265697494585,2.6629,3.0753,0.2848265697494585,-0.12757343025054135,1616500000.0,phase2_correction
2022-11-02,180501.SZ,红土创新深圳安居REIT,B,3.241,1998686,0.0953,0.02940450478247454,2.6854,3.0853,0.2550504782474543,-0.14484952175254584,1620500000.0,phase2_correction
2022-11-03,180501.SZ,红土创新深圳安居REIT,B,3.248,523554,0.0953,0.029341133004926107,2.6776,3.0854,0.2565133004926108,-0.15128669950738916,1624000000.0,phase2_correction
2022-11-04,180501.SZ,红土创新深圳安居REIT,B,3.329,2874370,0.0953,0.02862721537999399,2.7023,3.1029,0.16042153799939873,-0.2401784620006011,1664500000.0,phase2_correction
2022-11-07,180501.SZ,红土创新深圳安居REIT,B,3.29,2638831,0.0953,0.02896656534954407,2.7003,3.1045,0.1963565349544072,-0.2078434650455927,1645000000.0,phase2_correction
2022-11-08,180501.SZ,红土创新深圳安居REIT,B,3.269,536844,0.0953,0.02915264606913429,2.6853,3.1006,0.22996460691342913,-0.1853353930865711,1634500000.0,phase2_correction
2022-11-09,180501.SZ,红土创新深圳安居REIT,B,3.251,1090176,0.0953,0.02931405721316518,2.6953,3.1105,0.23610572131651786,-0.17909427868348216,1625500000.0,phase2_correction
2022-11-10,180501.SZ,红土创新深圳安居REIT,B,3.229,1267638,0.0953,0.029513781356457106,2.7028,3.1166,0.24857813564571085,-0.16522186435428932,1614500000.0,phase2_correction
2022-11-11,180501.SZ,红土创新深圳安居REIT,B,3.257,1417538,0.0953,0.02926005526558182,2.7354,3.1357,0.19060552655818208,-0.20969447344181802,1628500000.0,phase2_correction
2022-11-14,180501.SZ,红土创新深圳安居REIT,B,3.238,1106126,0.0953,0.029431747992588016,2.8354,3.2207,0.10777479925880185,-0.27752520074119813,1619000000.0,phase2_correction
2022-11-15,180501.SZ,红土创新深圳安居REIT,B,3.235,2453467,0.0953,0.02945904173106646,2.8155,3.2158,0.13040417310664587,-0.26989582689335423,1617500000.0,phase2_correction
2022-11-16,180501.SZ,红土创新深圳安居REIT,B,3.2,2333506,0.0953,0.02978125,2.8329,3.2309,0.14522499999999994,-0.2527750000000002,1600000000.0,phase2_correction
2022-11-17,180501.SZ,红土创新深圳安居REIT,B,3.123,1646354,0.0953,0.03051552993916106,2.8026,3.2109,0.24895299391610592,-0.15934700608389418,1561500000.0,phase2_correction
2022-11-18,180501.SZ,红土创新深圳安居REIT,B,3.1,1260268,0.0953,0.030741935483870966,2.825,3.2209,0.24919354838709618,-0.14670645161290352,1550000000.0,phase2_correction
2022-11-21,180501.SZ,红土创新深圳安居REIT,B,3.103,2006113,0.0953,0.030712213986464707,2.818,3.2086,0.25322139864647086,-0.1373786013535292,1551500000.0,phase2_correction
2022-11-22,180501.SZ,红土创新深圳安居REIT,B,3.084,403639,0.0953,0.03090142671854734,2.8276,3.2161,0.2625426718547339,-0.12595732814526617,1542000000.0,phase2_correction
2022-11-23,180501.SZ,红土创新深圳安居REIT,B,3.074,407976,0.0953,0.03100195185426155,2.7975,3.1912,0.30269518542615526,-0.09100481457384468,1537000000.0,phase2_correction
2022-11-24,180501.SZ,红土创新深圳安居REIT,B,3.05,2607280,0.0953,0.03124590163934426,2.795,3.1813,0.3295901639344261,-0.05670983606557378,1525000000.0,phase2_correction
2022-11-25,180501.SZ,红土创新深圳安居REIT,B,3.045,638447,0.0953,0.03129720853858785,2.83,3.2162,0.2997208538587848,-0.08647914614121532,1522500000.0,phase2_correction
2022-11-28,180501.SZ,红土创新深圳安居REIT,B,3.017,483997,0.0953,0.03158766987073251,2.86,3.2337,0.2987669870732512,-0.0749330129267487,1508500000.0,phase2_correction
2022-11-29,180501.SZ,红土创新深圳安居REIT,B,3.031,656684,0.0953,0.031441768393269544,2.88,3.2663,0.26417683932695457,-0.12212316067304574,1515500000.0,phase2_correction
2022-11-30,180501.SZ,红土创新深圳安居REIT,B,3.028,351587,0.0953,0.03147291941875825,2.885,3.2763,0.2622919418758256,-0.1290080581241746,1514000000.0,phase2_correction
2022-12-01,180501.SZ,红土创新深圳安居REIT,B,3.031,1779866,0.0953,0.031441768393269544,2.86,3.2615,0.2841768393269546,-0.11732316067304538,1515500000.0,phase2_correction
2022-12-02,180501.SZ,红土创新深圳安居REIT,B,3.06,923785,0.0953,0.0311437908496732,2.8676,3.263,0.24677908496732037,-0.1486209150326796,1530000000.0,phase2_correction
2022-12-05,180501.SZ,红土创新深圳安居REIT,B,3.1,1342683,0.0953,0.030741935483870966,2.8902,3.2716,0.18399354838709625,-0.1974064516129035,1550000000.0,phase2_correction
2022-12-06,180501.SZ,红土创新深圳安居REIT,B,3.101,1927954,0.0953,0.03073202192841019,2.9152,3.2865,0.1580021928410189,-0.21329780715898128,1550500000.0,phase2_correction
2022-12-07,180501.SZ,红土创新深圳安居REIT,B,3.09,867199,0.0953,0.030841423948220065,2.8702,3.2719,0.2139423948220065,-0.18775760517799345,1545000000.0,phase2_correction
2022-12-08,180501.SZ,红土创新深圳安居REIT,B,3.085,1055336,0.0953,0.030891410048622364,2.8853,3.2755,0.20384100486223655,-0.18635899513776355,1542500000.0,phase2_correction
2022-12-09,180501.SZ,红土创新深圳安居REIT,B,3.073,887835,0.0953,0.031012040351448094,2.8903,3.2843,0.2109040351448095,-0.18309596485519064,1536500000.0,phase2_correction
2022-12-12,180501.SZ,红土创新深圳安居REIT,B,3.056,1259465,0.0953,0.031184554973821988,2.8902,3.2844,0.22825549738219886,-0.16594450261780125,1528000000.0,phase2_correction
2022-12-13,180501.SZ,红土创新深圳安居REIT,B,3.033,400979,0.0953,0.031421035278602044,2.8952,3.2896,0.24690352786020453,-0.14749647213979555,1516500000.0,phase2_correction
2022-12-14,180501.SZ,红土创新深圳安居REIT,B,3.02,330809,0.0953,0.03155629139072848,2.8655,3.2621,0.29012913907284776,-0.10647086092715252,1510000000.0,phase2_correction
2022-12-15,180501.SZ,红土创新深圳安居REIT,B,3.022,430187,0.0953,0.03153540701522171,2.8829,3.277,0.2706407015221708,-0.12345929847782955,1511000000.0,phase2_correction
2022-12-16,180501.SZ,红土创新深圳安居REIT,B,3.008,1271742,0.0953,0.03168218085106383,2.8856,3.2697,0.28261808510638264,-0.10148191489361702,1504000000.0,phase2_correction
2022-12-19,180501.SZ,红土创新深圳安居REIT,B,2.996,412018,0.0953,0.031809078771695594,2.8632,3.2525,0.3177078771695596,-0.07159212283044036,1498000000.0,phase2_correction
2022-12-20,180501.SZ,红土创新深圳安居REIT,B,2.925,1366156,0.0953,0.032581196581196584,2.8732,3.2474,0.38491965811965834,0.010719658119658693,1462500000.0,phase2_correction
2022-12-21,180501.SZ,红土创新深圳安居REIT,B,2.899,1014201,0.0953,0.032873404622283546,2.8606,3.2375,0.4267404622283548,0.04984046222835481,1449500000.0,phase2_correction
2022-12-22,180501.SZ,红土创新深圳安居REIT,B,2.9,371187,0.0953,0.032862068965517244,2.8503,3.23,0.43590689655172454,0.056206896551724395,1450000000.0,phase2_correction
2022-12-23,180501.SZ,红土创新深圳安居REIT,B,2.91,528441,0.0953,0.032749140893470786,2.8251,3.2152,0.44981408934707856,0.05971408934707867,1455000000.0,phase2_correction
2022-12-26,180501.SZ,红土创新深圳安居REIT,B,2.894,347757,0.0953,0.032930200414651,2.8378,3.2202,0.4552200414651,0.0728200414650999,1447000000.0,phase2_correction
2022-12-27,180501.SZ,红土创新深圳安居REIT,B,2.857,1857205,0.0953,0.03335666783339167,2.8657,3.2175,0.46996678333916675,0.11816678333916686,1428500000.0,phase2_correction
2022-12-28,180501.SZ,红土创新深圳安居REIT,B,2.807,1784159,0.0953,0.03395083719273245,2.8503,3.2127,0.5447837192732452,0.18238371927324515,1403500000.0,phase2_correction
2022-12-29,180501.SZ,红土创新深圳安居REIT,B,2.756,3054375,0.0953,0.03457910014513788,2.8376,3.1926,0.6203100145137883,0.26531001451378833,1378000000.0,phase2_correction
2022-12-30,180501.SZ,红土创新深圳安居REIT,B,2.719,2769559,0.0953,0.03504965060684075,2.8353,3.1952,0.6696650606840753,0.3097650606840756,1359500000.0,phase2_correction
2023-01-03,180501.SZ,红土创新深圳安居REIT,B,2.687,2066432,0.0953,0.03546706363974693,2.8228,3.193,0.723906363974693,0.3537063639746929,1343500000.0,phase2_correction
2023-01-04,180501.SZ,红土创新深圳安居REIT,B,2.682,1028761,0.0953,0.03553318419090231,2.8103,3.1931,0.7430184190902311,0.3602184190902311,1341000000.0,phase2_correction
2023-01-05,180501.SZ,红土创新深圳安居REIT,B,2.69,810820,0.0953,0.0354275092936803,2.8304,3.2056,0.7123509293680299,0.33715092936802993,1345000000.0,phase2_correction
2023-01-06,180501.SZ,红土创新深圳安居REIT,B,2.718,2311877,0.0953,0.0350625459896983,2.8328,3.2106,0.6734545989698302,0.2956545989698305,1359000000.0,phase2_correction
2023-01-09,180501.SZ,红土创新深圳安居REIT,B,2.747,1219407,0.0953,0.0346923917000364,2.8428,3.2156,0.62643917000364,0.2536391700036402,1373500000.0,phase2_correction
2023-01-10,180501.SZ,红土创新深圳安居REIT,B,2.748,2306489,0.0953,0.034679767103347886,2.8602,3.2331,0.6077767103347886,0.23487671033478863,1374000000.0,phase2_correction
2023-01-11,180501.SZ,红土创新深圳安居REIT,B,2.747,2914312,0.0953,0.0346923917000364,2.8603,3.2331,0.60893917000364,0.23613917000364015,1373500000.0,phase2_correction
2023-01-12,180501.SZ,红土创新深圳安居REIT,B,2.743,1175803,0.0953,0.034742982136347064,2.8778,3.2378,0.5964982136347063,0.23649821363470647,1371500000.0,phase2_correction
2023-01-13,180501.SZ,红土创新深圳安居REIT,B,2.739,2469168,0.0953,0.03479372033588901,2.901,3.2476,0.5783720335889013,0.2317720335889013,1369500000.0,phase2_correction
2023-01-16,180501.SZ,红土创新深圳安居REIT,B,2.728,1469035,0.0953,0.03493401759530791,2.9167,3.2677,0.5767017595307911,0.22570175953079108,1364000000.0,phase2_correction
2023-01-17,180501.SZ,红土创新深圳安居REIT,B,2.705,1130185,0.0953,0.03523105360443623,2.9017,3.2531,0.6214053604436227,0.2700053604436228,1352500000.0,phase2_correction
2023-01-18,180501.SZ,红土创新深圳安居REIT,B,2.702,1269998,0.0953,0.03527017024426351,2.9222,3.2754,0.6048170244263509,0.25161702442635114,1351000000.0,phase2_correction
2023-01-19,180501.SZ,红土创新深圳安居REIT,B,2.702,1301329,0.0953,0.03527017024426351,2.9145,3.273,0.6125170244263511,0.2540170244263509,1351000000.0,phase2_correction
2023-01-20,180501.SZ,红土创新深圳安居REIT,B,2.732,1619324,0.0953,0.03488286969253294,2.9331,3.2779,0.5551869692532936,0.2103869692532938,1366000000.0,phase2_correction
2023-01-30,180501.SZ,红土创新深圳安居REIT,B,2.769,3408781,0.0953,0.03441675695196822,2.9133,3.2782,0.5283756951968219,0.16347569519682192,1384500000.0,phase2_correction
2023-01-31,180501.SZ,红土创新深圳安居REIT,B,2.857,2856011,0.0953,0.03335666783339167,2.8977,3.2793,0.4379667833391667,0.05636678333916656,1428500000.0,phase2_correction
2023-02-01,180501.SZ,红土创新深圳安居REIT,B,2.937,4057471,0.0953,0.032448076268300985,2.9101,3.2889,0.3347076268300988,-0.04409237316990122,1468500000.0,phase2_correction
2023-02-02,180501.SZ,红土创新深圳安居REIT,B,2.932,4727163,0.0953,0.03250341064120055,2.897,3.2853,0.35334106412005495,-0.03495893587994514,1466000000.0,phase2_correction
2023-02-03,180501.SZ,红土创新深圳安居REIT,B,2.907,2540582,0.0953,0.032782937736498104,2.8943,3.283,0.3839937736498107,-0.0047062263501893575,1453500000.0,phase2_correction
2023-02-06,180501.SZ,红土创新深圳安居REIT,B,2.91,2258623,0.0953,0.032749140893470786,2.9017,3.2879,0.37321408934707856,-0.01298591065292154,1455000000.0,phase2_correction
2023-02-07,180501.SZ,红土创新深圳安居REIT,B,2.884,2086927,0.0953,0.03304438280166436,2.8964,3.2827,0.40803828016643573,0.02173828016643542,1442000000.0,phase2_correction
2023-02-08,180501.SZ,红土创新深圳安居REIT,B,2.875,1738091,0.0953,0.033147826086956524,2.8973,3.2808,0.41748260869565224,0.03398260869565206,1437500000.0,phase2_correction
2023-02-09,180501.SZ,红土创新深圳安居REIT,B,2.868,1277768,0.0953,0.03322873082287308,2.8912,3.2784,0.43167308228730805,0.04447308228730806,1434000000.0,phase2_correction
2023-02-10,180501.SZ,红土创新深圳安居REIT,B,2.871,2470153,0.0953,0.03319400905607802,2.9003,3.2857,0.4191009056078019,0.033700905607802145,1435500000.0,phase2_correction
2023-02-13,180501.SZ,红土创新深圳安居REIT,B,2.893,2529822,0.0953,0.0329415831316972,2.8943,3.2829,0.39985831316972,0.011258313169719703,1446500000.0,phase2_correction
2023-02-14,180501.SZ,红土创新深圳安居REIT,B,2.956,3118855,0.0953,0.03223951285520974,2.8914,3.281,0.332551285520974,-0.05704871447902615,1478000000.0,phase2_correction
2023-02-15,180501.SZ,红土创新深圳安居REIT,B,2.97,5509699,0.0953,0.03208754208754208,2.8918,3.2816,0.3169542087542081,-0.07284579124579205,1485000000.0,phase2_correction
2023-02-16,180501.SZ,红土创新深圳安居REIT,B,2.926,2573036,0.0953,0.03257006151742994,2.8907,3.283,0.36630615174299397,-0.025993848257006125,1463000000.0,phase2_correction
2023-02-17,180501.SZ,红土创新深圳安居REIT,B,2.933,4008438,0.0953,0.03249232867371292,2.892,3.283,0.3572328673712919,-0.03376713262870812,1466500000.0,phase2_correction
2023-02-20,180501.SZ,红土创新深圳安居REIT,B,2.931,1289679,0.0953,0.03251450017059024,2.917,3.2977,0.3344500170590239,-0.04624998294097615,1465500000.0,phase2_correction
2023-02-21,180501.SZ,红土创新深圳安居REIT,B,2.939,2518444,0.0953,0.03242599523647499,2.919,3.3025,0.3235995236474989,-0.059900476352501286,1469500000.0,phase2_correction
2023-02-22,180501.SZ,红土创新深圳安居REIT,B,2.938,1335006,0.0953,0.03243703199455412,2.9175,3.3025,0.32620319945541176,-0.05879680054458847,1469000000.0,phase2_correction
2023-02-23,180501.SZ,红土创新深圳安居REIT,B,2.929,1555899,0.0953,0.03253670194605667,2.922,3.3053,0.33167019460566705,-0.051629805394332706,1464500000.0,phase2_correction
2023-02-24,180501.SZ,红土创新深圳安居REIT,B,2.888,1682979,0.0953,0.03299861495844875,2.9126,3.3016,0.38726149584487546,-0.001738504155124776,1444000000.0,phase2_correction
2023-02-27,180501.SZ,红土创新深圳安居REIT,B,2.89,1046258,0.0953,0.0329757785467128,2.9117,3.3051,0.3858778546712798,-0.007522145328719976,1445000000.0,phase2_correction
2023-02-28,180501.SZ,红土创新深圳安居REIT,B,2.883,463581,0.0953,0.03305584460631287,2.9017,3.3029,0.403884460631287,0.0026844606312868002,1441500000.0,phase2_correction
2023-03-01,180501.SZ,红土创新深圳安居REIT,B,2.888,670442,0.0953,0.03299861495844875,2.8977,3.3049,0.40216149584487537,-0.0050385041551246346,1444000000.0,phase2_correction
2023-03-02,180501.SZ,红土创新深圳安居REIT,B,2.89,1491300,0.0953,0.0329757785467128,2.9111,3.31,0.38647785467128015,-0.012422145328720102,1445000000.0,phase2_correction
2023-03-03,180501.SZ,红土创新深圳安居REIT,B,2.889,1468890,0.0953,0.03298719280027691,2.9026,3.3079,0.39611928002769137,-0.009180719972308626,1444500000.0,phase2_correction
2023-03-06,180501.SZ,红土创新深圳安居REIT,B,2.878,772034,0.0953,0.03311327310632383,2.8826,3.2897,0.4287273106323828,0.02162731063238299,1439000000.0,phase2_correction
2023-03-07,180501.SZ,红土创新深圳安居REIT,B,2.872,2292738,0.0953,0.0331824512534819,2.8726,3.286,0.4456451253481899,0.032245125348189685,1436000000.0,phase2_correction
2023-03-08,180501.SZ,红土创新深圳安居REIT,B,2.846,860901,0.0953,0.03348559381588194,2.8828,3.2907,0.46575938158819374,0.05785938158819359,1423000000.0,phase2_correction
2023-03-09,180501.SZ,红土创新深圳安居REIT,B,2.857,986300,0.0953,0.03335666783339167,2.8752,3.2854,0.4604667833391667,0.050266783339166565,1428500000.0,phase2_correction
2023-03-10,180501.SZ,红土创新深圳安居REIT,B,2.864,1231496,0.0953,0.03327513966480447,2.8627,3.2735,0.46481396648044715,0.054013966480447095,1432000000.0,phase2_correction
2023-03-13,180501.SZ,红土创新深圳安居REIT,B,2.897,4132022,0.0953,0.03289609941318605,2.8703,3.2764,0.41930994131860544,0.01320994131860509,1448500000.0,phase2_correction
2023-03-14,180501.SZ,红土创新深圳安居REIT,B,2.901,3705754,0.0953,0.03285074112375043,2.8652,3.271,0.4198741123750427,0.014074112375042969,1450500000.0,phase2_correction
2023-03-15,180501.SZ,红土创新深圳安居REIT,B,2.876,3063455,0.0953,0.033136300417246176,2.8652,3.2724,0.4484300417246172,0.041230041724617195,1438000000.0,phase2_correction
2023-03-16,180501.SZ,红土创新深圳安居REIT,B,2.87,1453383,0.0953,0.033205574912891986,2.8552,3.2517,0.4653574912891987,0.0688574912891986,1435000000.0,phase2_correction
2023-03-17,180501.SZ,红土创新深圳安居REIT,B,2.856,2316067,0.0953,0.033368347338935574,2.8602,3.2381,0.4766347338935577,0.09873473389355736,1428000000.0,phase2_correction
2023-03-20,180501.SZ,红土创新深圳安居REIT,B,2.839,4452238,0.0953,0.033568157802042975,2.8504,3.2237,0.5064157802042977,0.1331157802042977,1419500000.0,phase2_correction
2023-03-21,180501.SZ,红土创新深圳安居REIT,B,2.828,2386197,0.0953,0.0336987270155587,2.8604,3.227,0.50947270155587,0.14287270155586995,1414000000.0,phase2_correction
2023-03-22,180501.SZ,红土创新深圳安居REIT,B,2.818,2129094,0.0953,0.03381831085876508,2.8577,3.2276,0.5241310858765078,0.1542310858765079,1409000000.0,phase2_correction
2023-03-23,180501.SZ,红土创新深圳安居REIT,B,2.819,1923860,0.0953,0.03380631429584959,2.8652,3.2366,0.5154314295849591,0.14403142958495918,1409500000.0,phase2_correction
2023-03-24,180501.SZ,红土创新深圳安居REIT,B,2.818,1824083,0.0953,0.03381831085876508,2.8676,3.2419,0.5142310858765078,0.13993108587650793,1409000000.0,phase2_correction
2023-03-27,180501.SZ,红土创新深圳安居REIT,B,2.814,3392433,0.0953,0.03386638237384506,2.8551,3.2319,0.5315382373845057,0.15473823738450587,1407000000.0,phase2_correction
2023-03-28,180501.SZ,红土创新深圳安居REIT,B,2.784,2795235,0.0953,0.03423132183908046,2.8556,3.2319,0.567532183908046,0.19123218390804597,1392000000.0,phase2_correction
2023-03-29,180501.SZ,红土创新深圳安居REIT,B,2.775,3667935,0.0953,0.03434234234234234,2.8532,3.2286,0.5810342342342336,0.20563423423423366,1387500000.0,phase2_correction
2023-03-30,180501.SZ,红土创新深圳安居REIT,B,2.765,2196549,0.0953,0.03446654611211573,2.8603,3.2295,0.5863546112115725,0.21715461121157276,1382500000.0,phase2_correction
2023-03-31,180501.SZ,红土创新深圳安居REIT,B,2.785,2856964,0.0953,0.034219030520646315,2.8528,3.2332,0.5691030520646319,0.18870305206463156,1392500000.0,phase2_correction
2023-04-03,180501.SZ,红土创新深圳安居REIT,B,2.778,2652646,0.0953,0.034305255579553634,2.8604,3.2407,0.5701255579553637,0.1898255579553636,1389000000.0,phase2_correction
2023-04-04,180501.SZ,红土创新深圳安居REIT,B,2.784,2063623,0.0953,0.03423132183908046,2.8584,3.2421,0.5647321839080459,0.18103218390804576,1392000000.0,phase2_correction
2023-04-06,180501.SZ,红土创新深圳安居REIT,B,2.755,2120863,0.0953,0.034591651542649725,2.8605,3.2463,0.5986651542649724,0.2128651542649722,1377500000.0,phase2_correction
2023-04-07,180501.SZ,红土创新深圳安居REIT,B,2.779,1678454,0.0953,0.034292911119107594,2.8464,3.236,0.5828911119107594,0.1932911119107592,1389500000.0,phase2_correction
2023-04-10,180501.SZ,红土创新深圳安居REIT,B,2.773,908237,0.0953,0.034367111431662455,2.8455,3.2347,0.5912111431662455,0.20201114316624524,1386500000.0,phase2_correction
2023-04-11,180501.SZ,红土创新深圳安居REIT,B,2.765,665938,0.0953,0.03446654611211573,2.8203,3.2173,0.6263546112115725,0.22935461121157275,1382500000.0,phase2_correction
2023-04-12,180501.SZ,红土创新深圳安居REIT,B,2.761,1101974,0.0953,0.03451647953639985,2.8158,3.1977,0.6358479536399853,0.2539479536399849,1380500000.0,phase2_correction
2023-04-13,180501.SZ,红土创新深圳安居REIT,B,2.752,1737759,0.0953,0.034629360465116284,2.8277,3.2031,0.6352360465116282,0.2598360465116283,1376000000.0,phase2_correction
