code,name,group,latest_spread_A,latest_yield,latest_10y,pct_rank,hist_mean,hist_median,hist_p10,hist_p90,hist_min,hist_max
508068.SH,华夏北京保障房REIT,B,2.159773403572353,3.873873403572353,1.7141,45.9915611814346,2.354887510961268,2.267030265153777,1.7829293734626006,3.023446926593904,1.6571231152909938,3.6691468201736255
508077.SH,华夏基金华润有巢REIT,A,2.085968372040586,3.800068372040586,1.7141,96.12314709236031,1.518312671297075,1.5463077232323226,1.0367682205535276,1.9378653103805752,0.6904301480169974,2.4453923074656188
508031.SH,国泰海通城投宽庭保租房R,A,1.6983864997333333,3.4124864997333333,1.7141,71.35922330097088,1.590677374481927,1.5536461539076594,1.352972987705929,1.881783281588723,1.2126589136933463,2.1782702590339893
180502.SZ,招商基金蛇口租赁住房RE,A,1.638261973404256,3.352361973404256,1.7141,83.41013824884793,1.390677032335839,1.3510288936170136,1.1422706641973897,1.7080635007583873,1.0603208098188754,1.887183831792976
508055.SH,汇添富上海地产租赁住房R,A,1.3765508478787882,3.090650847878788,1.7141,88.41463414634147,1.0447976068012625,0.9989216775318643,0.8432408386029772,1.3966436105188373,0.7473187158585151,1.5390576275641028
180503.SZ,中航北京昌保租赁住房RE,B,1.350308758035715,3.064408758035715,1.7141,6.0606060606060606,1.4390859551835824,1.4393220501453534,1.3574711642045951,1.4979890191293905,1.2662211262591183,1.6405883946850393
508058.SH,中金厦门安居REIT,B,1.346622567755207,3.060722567755207,1.7141,49.050632911392405,1.399643197923291,1.3524330599529086,0.8870014888909097,1.993545686973195,0.6940932867092275,2.407562129085644
180501.SZ,红土创新深圳安居REIT,B,1.212533674647023,2.926633674647023,1.7141,80.94736842105263,0.9535006749083514,0.9852827800395456,0.42067081404694057,1.3487324218856926,0.060063416740609554,1.7891552337434105
508085.SH,华泰苏州恒泰租赁住房RE,B,0.45917713499570056,2.1732771349957005,1.7141,90.84745762711864,0.24478150190505055,0.195957458333333,0.11418988637418756,0.44121162174217937,0.020436436455695706,0.5493994661857526
