date,A,B,spread_B
2025-04-14,0.030147446024223274,0.030820699584991954,-0.0006732535607686801
2025-04-15,0.02985969853439733,0.03050804828973843,-0.0006483497553411016
2025-04-16,0.029797532920418465,0.030505490820689075,-0.0007079579002706102
2025-04-17,0.029469295310650127,0.030418791273092032,-0.0009494959624419055
2025-04-18,0.02972790528611486,0.028042397278199422,0.001685508007915438
2025-04-21,0.029833246482542992,0.03084421088320054,-0.0010109644006575484
2025-04-22,0.02980994532673783,0.030734797297297296,-0.000924851970559467
2025-04-23,0.029986381730567776,0.03093335600136008,-0.000946974270792305
2025-04-24,0.030080916351408155,0.03115848959671205,-0.0010775732453038936
2025-04-25,0.030389086469557833,0.031017729287419023,-0.0006286428178611907
2025-04-28,0.03061824794095625,0.031190537413216764,-0.0005722894722605121
2025-04-29,0.030481311894366946,0.030941246492645184,-0.0004599345982782381
2025-04-30,0.030286197957996086,0.030672623061362102,-0.0003864251033660164
2025-05-06,0.030177639555110432,0.030259437884583403,-8.179832947297072e-05
2025-05-07,0.03004460771451063,0.0302393219212232,-0.00019471420671257275
2025-05-08,0.029986381730567776,0.03000494722955145,-1.856549898367546e-05
2025-05-09,0.029845688666458137,0.02986703873933027,-2.135007287213178e-05
2025-05-12,0.029732537003375747,0.029609438567941414,0.000123098435434333
2025-05-13,0.029629437946382363,0.029566135846603836,6.330209977852691e-05
2025-05-14,0.029530097488007428,0.029365719819238217,0.00016437766876921042
2025-05-15,0.029504225932797362,0.029546930821695357,-4.270488889799445e-05
2025-05-16,0.02938459169532413,0.029142308000320333,0.00024228369500379696
2025-05-19,0.02910819605450478,0.030452623725441434,-0.0013444276709366557
2025-05-20,0.028857301275265892,0.028810070461562816,4.723081370307594e-05
2025-05-21,0.028696741854636592,0.027177205018851597,0.0015195368357849952
2025-05-22,0.02873995983935743,0.026843711843711843,0.001896247995645587
2025-05-23,0.02879054563741514,0.023440530058177117,0.005350015579238022
2025-05-26,0.02865652217439183,0.026406822413068284,0.0022496997613235467
2025-05-27,0.028705375050140394,0.02644016837041491,0.002265206679725483
2025-05-28,0.028742845667235666,0.026371978648113716,0.0023708670191219493
2025-05-29,0.02879923537401278,0.026417928382600337,0.0023813069914124414
2025-05-30,0.028686676354161448,0.026443348568679335,0.002243327785482113
2025-06-03,0.028735632183908046,0.02646563139520886,0.002270000788699187
2025-06-04,0.028689551490854424,0.02645926104224335,0.0022302904486110747
2025-06-05,0.028562163240870086,0.02641316753769448,0.0021489957031756053
2025-06-06,0.028666566521456112,0.02639255702280912,0.002274009498646992
2025-06-09,0.028956552526427596,0.026402065569833072,0.002554486956594524
2025-06-10,0.028807930357771853,0.026345116836428997,0.0024628135213428555
2025-06-11,0.028784755392427974,0.026359330975361188,0.0024254244170667863
2025-06-12,0.02869530349355922,0.026296274146283116,0.002399029347276104
2025-06-13,0.02849392793151503,0.025895170789163723,0.002598757142351308
2025-06-16,0.02840345306608454,0.02569842197545295,0.002705031090631589
2025-06-17,0.02820752857705952,0.025200596056854655,0.0030069325202048656
